23523	257	23524	0
23523	257	23569	0
23523	257	23570	0
23524	257	23523	0
23524	257	23525	0
23524	257	23570	0
23524	257	23569	0
23524	257	23571	0
23525	257	23524	0
23525	257	23526	0
23525	257	23571	0
23525	257	23570	0
23525	257	23572	0
23526	257	23525	0
23526	257	23527	0
23526	257	23572	0
23526	257	23571	0
23526	257	23573	0
23527	257	23526	0
23527	257	23528	0
23527	257	23573	0
23527	257	23572	0
23527	257	23574	0
23528	257	23527	0
23528	257	23529	0
23528	257	23574	0
23528	257	23573	0
23528	257	23575	0
23529	257	23528	0
23529	257	23530	0
23529	257	23575	0
23529	257	23574	0
23529	257	23576	0
23530	257	23529	0
23530	257	23531	0
23530	257	23576	0
23530	257	23575	0
23530	257	23577	0
23531	257	23530	0
23531	257	23532	0
23531	257	23577	0
23531	257	23576	0
23531	257	23578	0
23532	257	23531	0
23532	257	23533	0
23532	257	23578	0
23532	257	23577	0
23532	257	23579	0
23533	257	23532	0
23533	257	23534	0
23533	257	23579	0
23533	257	23578	0
23533	257	23580	0
23534	257	23533	0
23534	257	23535	0
23534	257	23580	0
23534	257	23579	0
23534	257	23581	0
23535	257	23534	0
23535	257	23536	0
23535	257	23581	0
23535	257	23580	0
23535	257	23582	0
23536	257	23535	0
23536	257	23537	0
23536	257	23582	0
23536	257	23581	0
23536	257	23583	0
23537	257	23536	0
23537	257	23538	0
23537	257	23583	0
23537	257	23582	0
23537	257	23584	0
23538	257	23537	0
23538	257	23539	0
23538	257	23584	0
23538	257	23583	0
23538	257	23585	0
23539	257	23538	0
23539	257	23540	0
23539	257	23585	0
23539	257	23584	0
23539	257	23586	0
23540	257	23539	0
23540	257	23541	0
23540	257	23586	0
23540	257	23585	0
23540	257	23587	0
23541	257	23540	0
23541	257	23542	0
23541	257	23587	0
23541	257	23586	0
23541	257	23588	0
23542	257	23541	0
23542	257	23543	0
23542	257	23588	0
23542	257	23587	0
23542	257	23589	0
23543	257	23542	0
23543	257	23544	0
23543	257	23589	0
23543	257	23588	0
23543	257	23590	0
23544	257	23543	0
23544	257	23545	0
23544	257	23590	0
23544	257	23589	0
23544	257	23591	0
23545	257	23544	0
23545	257	23591	0
23545	257	23590	0
23546	257	23547	0
23546	257	23546	0
23546	257	23592	0
23546	257	23593	0
23547	257	23548	0
23547	257	23546	0
23547	257	23593	0
23547	257	23594	0
23547	257	23592	0
23548	257	23549	0
23548	257	23547	0
23548	257	23594	0
23548	257	23595	0
23548	257	23593	0
23549	257	23550	0
23549	257	23548	0
23549	257	23595	0
23549	257	23596	0
23549	257	23594	0
23550	257	23551	0
23550	257	23549	0
23550	257	23596	0
23550	257	23597	0
23550	257	23595	0
23551	257	23552	0
23551	257	23550	0
23551	257	23597	0
23551	257	23598	0
23551	257	23596	0
23552	257	23553	0
23552	257	23551	0
23552	257	23598	0
23552	257	23599	0
23552	257	23597	0
23553	257	23554	0
23553	257	23552	0
23553	257	23599	0
23553	257	23600	0
23553	257	23598	0
23554	257	23555	0
23554	257	23553	0
23554	257	23600	0
23554	257	23601	0
23554	257	23599	0
23555	257	23556	0
23555	257	23554	0
23555	257	23601	0
23555	257	23602	0
23555	257	23600	0
23556	257	23557	0
23556	257	23555	0
23556	257	23602	0
23556	257	23603	0
23556	257	23601	0
23557	257	23558	0
23557	257	23556	0
23557	257	23603	0
23557	257	23604	0
23557	257	23602	0
23558	257	23559	0
23558	257	23557	0
23558	257	23604	0
