0	2	11789
1	2	10731
2	0	3873
2	1	11392
3	0	8345
3	1	11392
4	0	7754
4	1	11392
5	0	5722
5	1	11392
6	2	7982
7	0	8293
7	1	10681
8	0	12459
8	1	8287
9	0	5722
9	1	8287
10	2	13216
11	0	4731
11	1	8287
12	2	11971
13	2	11087
14	0	12459
14	1	1019
15	0	5722
15	1	1019
16	2	3182
17	2	4836
18	0	396
18	1	1019
19	0	12459
19	1	10464
20	0	1276
20	1	10464
21	2	7663
22	0	5722
22	1	1773
23	0	4168
23	1	11392
24	0	7561
24	1	11392
25	2	1019
26	0	321
26	1	1019
27	0	12541
27	1	2271
28	2	2271
29	2	12932
30	2	10999
31	2	9042
32	2	10900
33	0	8293
33	1	11392
34	2	10089
35	2	12826
36	2	2485
37	0	4549
37	1	5867
38	2	5867
39	0	6841
39	1	11392
40	0	7929
40	1	10464
41	0	13119
41	1	10464
42	0	5722
42	1	10464
43	0	11002
43	1	10464
44	2	12328
45	0	12541
45	1	10464
46	0	12459
46	1	9850
47	0	5722
47	1	9850
48	0	5722
48	1	9825
49	0	4549
49	1	9825
50	2	1773
51	2	241
52	2	12918
53	2	12777
54	0	12459
54	1	2271
55	2	11054
56	0	7929
56	1	2359
57	2	1122
58	0	13005
58	1	1351
59	0	5117
59	1	1351
60	2	12719
61	2	5679
62	0	5722
62	1	13192
63	2	2359
64	2	8854
65	2	2196
66	2	5115
67	2	9825
68	0	5722
68	1	5115
69	0	11653
69	1	10464
70	0	4549
70	1	10464
71	2	3874
72	0	207
72	1	10464
73	0	9309
73	1	2359
74	2	1351
75	0	4549
75	1	1351
76	0	13119
76	1	11392
77	2	11392
78	2	3635
79	0	5722
79	1	2359
80	2	10689
81	2	6820
82	0	5722
82	1	2438
83	0	12285
83	1	3667
84	0	8293
84	1	3667
85	2	2707
86	0	4731
86	1	3667
87	2	2719
88	0	12459
88	1	8854
89	0	12950
89	1	8854
90	0	5722
90	1	1658
91	2	8793
92	2	7819
93	2	1841
94	2	5885
95	0	6306
95	1	9424
96	2	3864
97	2	4125
98	2	4958
99	0	8505
99	1	2359
100	0	2355
100	1	10464
101	0	4549
101	1	10731
102	0	6791
102	1	10464
103	0	6934
103	1	13086
104	0	9315
104	1	5679
105	2	2499
106	2	1939
107	0	9309
107	1	2499
108	2	9773
109	2	11922
110	2	5212
111	2	998
112	2	9351
113	2	6267
114	2	7068
115	2	4434
116	2	9850
117	2	9208
118	2	3664
119	0	12950
119	1	2196
120	0	11769
120	1	10464
121	2	8693
122	2	10464
123	2	11424
124	0	4549
124	1	2239
125	0	12950
125	1	10464
126	2	11914
127	2	4784
128	0	8505
128	1	10464
129	2	5955
130	0	6101
130	1	11392
131	0	842
131	1	11392
132	0	8293
132	1	9424
133	2	9424
134	0	6934
134	1	9424
135	0	12459
135	1	2359
136	0	1482
136	1	2359
137	0	13119
137	1	2359
138	0	12459
138	1	9424
139	2	3351
140	2	6541
141	0	3363
141	1	2359
142	2	6895
143	0	4549
143	1	6080
144	0	8293
144	1	6080
145	2	3188
146	0	3509
146	1	5867
147	0	13071
147	1	5867
148	0	6893
148	1	2196
149	0	1276
149	1	4958
150	2	9175
151	0	5722
151	1	9175
152	0	4559
152	1	9175
153	0	396
153	1	9175
154	0	7929
154	1	9175
155	0	12492
155	1	9175
156	0	1535
156	1	2359
157	2	11239
158	2	9119
159	0	12459
159	1	9825
160	0	4389
160	1	9825
161	0	6934
161	1	10464
162	0	2169
162	1	10464
163	0	5722
163	1	8854
164	2	12289
165	0	5722
165	1	8176
166	2	3769
167	0	5722
167	1	6355
168	2	2353
169	0	5722
169	1	2556
170	0	6893
170	1	10464
171	0	6934
171	1	639
172	0	8293
172	1	639
173	0	12409
173	1	639
174	0	5673
174	1	4784
175	2	3027
176	0	12950
176	1	1351
177	2	3990
178	2	13042
179	2	11912
180	0	3873
180	1	1805
181	0	13182
181	1	1805
182	2	2522
183	0	5722
183	1	4501
184	0	6030
184	1	4501
185	0	11576
185	1	4501
186	0	1276
186	1	4501
187	0	5722
187	1	4784
188	0	13260
188	1	4784
189	0	9933
189	1	10464
190	0	8293
190	1	5115
191	2	639
192	0	2355
192	1	49
193	0	4731
193	1	49
194	2	6503
195	0	3154
195	1	10121
196	0	5722
196	1	10121
197	0	9309
197	1	4958
198	0	5722
198	1	4958
199	0	4549
199	1	639
200	2	5207
201	0	5722
201	1	639
202	0	39
202	1	9726
203	0	8293
203	1	9726
204	0	12459
204	1	9726
205	0	8165
205	1	9726
206	0	2169
206	1	9302
207	0	5722
207	1	9302
208	0	2355
208	1	9302
209	2	2442
210	0	1535
210	1	2271
211	0	9315
211	1	3046
