0	2	1715
1	2	6288
2	0	466
2	1	6748
3	0	466
3	1	1344
4	2	7848
5	2	56
6	2	6491
7	2	3702
8	2	6503
9	0	3448
9	1	6748
10	2	7974
11	2	4161
12	2	1931
13	2	6442
14	2	7170
15	2	1658
16	0	466
16	1	6454
17	0	466
17	1	3723
18	2	3700
19	0	3772
19	1	3723
20	2	6113
21	0	2050
21	1	568
22	2	6650
23	2	5289
24	2	6841
25	2	2174
26	2	5409
27	2	3008
28	2	3739
29	2	7624
30	2	4424
31	0	466
31	1	3700
32	0	3772
32	1	6454
33	2	7055
34	2	359
35	2	7638
36	0	3448
36	1	6454
37	2	7058
38	0	667
38	1	4660
39	0	667
39	1	568
40	2	7264
41	2	1409
42	2	4951
43	2	3927
44	0	7086
44	1	1344
45	0	3772
45	1	6113
46	2	8063
47	0	4824
47	1	1344
48	0	5098
48	1	6748
49	2	7685
50	2	7820
51	2	3030
52	0	4824
52	1	6748
53	2	3176
54	2	4279
55	0	466
55	1	5691
56	0	7911
56	1	1344
57	2	3806
58	2	2469
59	2	7631
60	0	466
60	1	3702
61	0	3448
61	1	4063
62	2	1876
63	2	2627
64	0	3772
64	1	1000
65	0	5095
65	1	3700
66	2	365
67	2	3541
68	0	3772
68	1	2334
69	2	1766
70	2	2528
71	2	6230
72	2	4612
73	2	2468
74	0	3772
74	1	7624
75	2	7658
76	0	3012
76	1	6748
77	2	7768
78	0	466
78	1	5773
79	0	4824
79	1	2334
80	2	4251
81	0	5523
81	1	7624
82	0	5095
82	1	5320
83	0	4107
83	1	1658
84	2	4733
85	0	735
85	1	2334
86	0	5095
86	1	6113
87	0	5109
87	1	6503
88	2	5825
89	0	3448
89	1	356
90	0	1543
90	1	6748
91	0	735
91	1	7931
92	0	466
92	1	1139
93	0	3772
93	1	1139
94	2	3099
95	2	611
96	2	4009
97	2	2721
98	2	6765
99	0	466
99	1	930
100	0	735
100	1	3700
101	0	3772
101	1	7931
102	0	2463
102	1	1344
103	0	4824
103	1	1000
104	2	7838
105	0	7858
105	1	6836
106	0	7086
106	1	6748
107	0	466
107	1	7058
108	0	1144
108	1	6113
109	0	4824
109	1	1715
110	0	7677
110	1	6454
111	2	7412
112	0	3448
112	1	568
113	2	5551
114	2	816
115	2	5147
116	2	182
117	0	4330
117	1	356
118	2	892
119	0	6953
119	1	3723
120	2	5179
121	0	466
121	1	4424
122	0	4824
122	1	4063
123	2	4608
124	0	6276
124	1	1344
125	0	466
125	1	5179
126	2	2095
127	0	735
127	1	1000
128	2	512
129	0	5095
129	1	4660
130	2	4957
131	2	395
132	0	6276
132	1	1658
133	2	4553
134	0	3772
134	1	1488
135	2	3639
136	0	1484
136	1	6748
137	0	3448
137	1	5752
138	2	4150
139	2	152
140	0	466
140	1	5752
141	2	5559
142	2	2019
143	0	1660
143	1	6113
144	0	5098
144	1	6288
145	2	3443
146	0	466
146	1	245
147	2	1907
148	2	7454
149	0	2178
149	1	6113
150	2	963
151	0	6607
151	1	3723
152	2	1179
153	2	742
154	0	4706
154	1	1344
155	0	466
155	1	408
156	0	466
156	1	1780
157	0	3012
157	1	1715
158	0	667
158	1	2334
159	2	2783
160	0	7677
160	1	1344
161	0	4824
161	1	1658
162	0	3772
162	1	3702
163	2	3185
164	0	7858
164	1	1344
165	0	6953
165	1	6454
166	0	3772
166	1	4424
167	0	666
167	1	1658
168	0	1690
168	1	6640
169	2	1403
