7617	231	7618	0
7617	231	7663	0
7617	231	7664	0
7618	231	7617	0
7618	231	7619	0
7618	231	7664	0
7618	231	7663	0
7618	231	7665	0
7619	231	7618	0
7619	231	7620	0
7619	231	7665	0
7619	231	7664	0
7619	231	7666	0
7620	231	7619	0
7620	231	7621	0
7620	231	7666	0
7620	231	7665	0
7620	231	7667	0
7621	231	7620	0
7621	231	7622	0
7621	231	7667	0
7621	231	7666	0
7621	231	7668	0
7622	231	7621	0
7622	231	7623	0
7622	231	7668	0
7622	231	7667	0
7622	231	7669	0
7623	231	7622	0
7623	231	7624	0
7623	231	7669	0
7623	231	7668	0
7623	231	7670	0
7624	231	7623	0
7624	231	7625	0
7624	231	7670	0
7624	231	7669	0
7624	231	7671	0
7625	231	7624	0
7625	231	7626	0
7625	231	7671	0
7625	231	7670	0
7625	231	7672	0
7626	231	7625	0
7626	231	7627	0
7626	231	7672	0
7626	231	7671	0
7626	231	7673	0
7627	231	7626	0
7627	231	7628	0
7627	231	7673	0
7627	231	7672	0
7627	231	7674	0
7628	231	7627	0
7628	231	7629	0
7628	231	7674	0
7628	231	7673	0
7628	231	7675	0
7629	231	7628	0
7629	231	7630	0
7629	231	7675	0
7629	231	7674	0
7629	231	7676	0
7630	231	7629	0
7630	231	7631	0
7630	231	7676	0
7630	231	7675	0
7630	231	7677	0
7631	231	7630	0
7631	231	7632	0
7631	231	7677	0
7631	231	7676	0
7631	231	7678	0
7632	231	7631	0
7632	231	7633	0
7632	231	7678	0
7632	231	7677	0
7632	231	7679	0
7633	231	7632	0
7633	231	7634	0
7633	231	7679	0
7633	231	7678	0
7633	231	7680	0
7634	231	7633	0
7634	231	7635	0
7634	231	7680	0
7634	231	7679	0
7634	231	7681	0
7635	231	7634	0
7635	231	7636	0
7635	231	7681	0
7635	231	7680	0
7635	231	7682	0
7636	231	7635	0
7636	231	7637	0
7636	231	7682	0
7636	231	7681	0
7636	231	7683	0
7637	231	7636	0
7637	231	7638	0
7637	231	7683	0
7637	231	7682	0
7637	231	7684	0
7638	231	7637	0
7638	231	7639	0
7638	231	7684	0
7638	231	7683	0
7638	231	7685	0
7639	231	7638	0
7639	231	7685	0
7639	231	7684	0
7640	231	7641	0
7640	231	7640	0
7640	231	7686	0
7640	231	7687	0
7641	231	7642	0
7641	231	7640	0
7641	231	7687	0
7641	231	7688	0
7641	231	7686	0
7642	231	7643	0
7642	231	7641	0
7642	231	7688	0
7642	231	7689	0
7642	231	7687	0
7643	231	7644	0
7643	231	7642	0
7643	231	7689	0
7643	231	7690	0
7643	231	7688	0
7644	231	7645	0
7644	231	7643	0
7644	231	7690	0
7644	231	7691	0
7644	231	7689	0
7645	231	7646	0
7645	231	7644	0
7645	231	7691	0
7645	231	7692	0
7645	231	7690	0
7646	231	7647	0
7646	231	7645	0
7646	231	7692	0
7646	231	7693	0
7646	231	7691	0
7647	231	7648	0
7647	231	7646	0
7647	231	7693	0
7647	231	7694	0
7647	231	7692	0
7648	231	7649	0
7648	231	7647	0
7648	231	7694	0
7648	231	7695	0
7648	231	7693	0
7649	231	7650	0
7649	231	7648	0
7649	231	7695	0
7649	231	7696	0
7649	231	7694	0
7650	231	7651	0
7650	231	7649	0
7650	231	7696	0
7650	231	7697	0
7650	231	7695	0
7651	231	7652	0
7651	231	7650	0
7651	231	7697	0
7651	231	7698	0
7651	231	7696	0
7652	231	7653	0
7652	231	7651	0
7652	231	7698	0
7652	231	7699	0
7652	231	7697	0
7653	231	7654	0
7653	231	7652	0
