11000000001111	0
01001001100101	1
Alexander_Vershbow	2
01010000111110	3
Caitlin_Hayden	4
Johnson_&_Johnson	5
11000011101110	6
National_Security_and_Intelligence_Services	7
01010000100011	8
11000000110110	9
William_Chandler	10
National_Iranian_Petrochemical_Company	11
11010000010001	12
01000111000010	13
00000000000111	14
Song_Kwang-ho	15
Doku_Khamatovich_Umarov	16
00000001000111	17
10001001011011	18
00000010111100	19
01001001110100	20
Serik_Akhmetov	21
00001101111000	22
01000101110111	23
477010500	24
01011000101000	25
00010010001111	26
Peter_O'Neill	27
01010001001011	28
11000010101110	29
Leon_Panetta	30
00001101000000	31
01001100100111	32
Faisal_al-Fayez	33
11010001101010	34
00000100001000	35
Robert_Hughes	36
Observers_In_	37
01001101000001	38
Armenian_Army	39
Julian_Paul_Assange	40
10000100110010	41
Andris_Piebalgs	42
11000111000000	43
10000000100110	44
01010001100000	45
10000001010011	46
Vojtěch_Filip	47
Carlos_Álvarez	48
Bachana_Akhalaia	49
University_of_South_Africa	50
01010010001100	51
Kenya_Television_Network	52
01000010000000	53
11000000111100	54
477636900	55
Japan	56
Nazrul_Islam	57
00000001000000	58
01010010111100	59
10000100010100	60
Lars_Løkke_Rasmussen	61
10000011000101	62
10000101010111	63
10000100111101	64
Don_Brash	65
10000000111110	66
01000000110100	67
11010000001111	68
01000100010010	69
Gideon_Mung'aro	70
11001101010101	71
Lal_Krishna_Advani	72
11010011011010	73
Mike_O'Brien	74
11000011111110	75
00000001100001	76
477738700	77
Ronald_Plasterk	78
00010010101110	79
Ayodeji_Daramola	80
Chongwadai	81
Raider_	82
11011001001110	83
01011000111101	84
Mevlut_Cavusoglu	85
Organized_Crime_	86
Vera_Jourova	87
11001000001111	88
00000001011000	89
Christiana_Tah	90
10000010101000	91
01001001001101	92
10000001110110	93
11001001110011	94
01010011110000	95
11011001100100	96
00000010100010	97
Rights_Activist_	98
Tony_Momoh	99
11011000100111	100
00000011010100	101
10000101001010	102
00001000111101	103
Communist_Party_of_India	104
Augustine_Ngafuan	105
00000010101000	106
10000001110011	107
Klaus_Johannis	108
10001000000101	109
Pakistan_People's_Party	110
10000000111011	111
538003501	112
00000010101111	113
00000000001111	114
10001101100100	115
Mzukisi_Fatyela	116
