0	2	4133
1	2	2028
2	2	8929
3	2	2741
4	2	4919
5	0	987
5	1	8216
6	0	8268
6	1	8216
7	2	3560
8	0	987
8	1	3851
9	2	6640
10	2	1081
11	2	4333
12	2	9273
13	0	9672
13	1	3851
14	2	687
15	0	987
15	1	3560
16	2	219
17	2	7368
18	2	2388
19	2	3170
20	2	6749
21	2	1700
22	2	2092
23	2	8650
24	2	2603
25	2	184
26	2	2191
27	2	1730
28	2	7868
29	2	8837
30	0	987
30	1	9124
31	2	8950
32	0	7869
32	1	5136
33	2	3757
34	0	9445
34	1	219
35	2	7399
36	0	8268
36	1	219
37	2	1393
38	0	8268
38	1	6390
39	2	9092
40	2	3167
41	2	334
42	2	63
43	0	9571
43	1	8216
44	2	5212
45	2	7796
46	0	987
46	1	9273
47	2	6025
48	2	9128
49	0	987
49	1	5726
50	2	8148
51	0	8889
51	1	6390
52	0	8138
52	1	3851
53	2	3372
54	2	8233
55	2	9427
56	2	3133
57	0	987
57	1	8262
58	2	2041
59	0	8614
59	1	3851
60	2	8588
61	0	9672
61	1	9747
62	0	9672
62	1	9273
63	0	8268
63	1	5726
64	2	5695
65	2	1906
66	2	5469
67	0	4709
67	1	5136
68	0	983
68	1	8216
69	2	8189
70	2	2004
71	2	2647
72	2	6589
73	0	8268
73	1	5150
74	0	8268
74	1	3356
75	2	4364
76	2	36
77	2	1490
78	0	5225
78	1	8216
79	0	2475
79	1	8216
80	2	2838
81	0	8268
81	1	6471
82	0	8614
82	1	2175
83	0	5401
83	1	8216
84	2	2721
85	0	1804
85	1	3851
86	0	8347
86	1	6640
87	0	2091
87	1	6390
88	0	8268
88	1	8650
89	2	8882
90	2	8043
91	0	987
91	1	5469
92	2	6744
93	2	8603
94	0	2926
94	1	3356
95	2	1105
96	0	987
96	1	1104
97	0	8138
97	1	2028
98	0	8614
98	1	9747
99	0	8614
99	1	3356
100	0	2926
100	1	3560
101	2	2747
102	2	4804
103	0	7800
103	1	3560
104	2	5246
105	2	4703
106	0	6862
106	1	5983
107	2	5996
108	2	9328
109	0	8268
109	1	7620
110	2	1150
111	2	9563
112	2	2445
113	0	4705
113	1	9124
114	2	2171
115	0	5225
115	1	2092
116	0	3986
116	1	4701
117	0	8138
117	1	8262
118	0	8614
118	1	2741
119	2	6205
120	2	1030
121	0	8889
121	1	7535
122	0	987
122	1	4274
123	0	8889
123	1	2092
124	2	7207
125	2	8712
126	2	2932
127	0	8347
127	1	2741
128	2	6880
129	0	8268
129	1	2741
130	2	8780
131	2	2499
132	2	8444
133	0	8268
133	1	5469
134	2	1313
135	0	1864
135	1	6390
136	0	454
136	1	5136
137	0	7975
137	1	3560
138	2	8860
139	0	8889
139	1	306
140	2	2356
141	0	987
141	1	5983
142	0	987
142	1	6164
143	0	5401
143	1	2028
144	0	8347
144	1	7620
145	0	1804
145	1	2092
146	2	7753
147	2	9030
148	0	9445
148	1	6390
149	0	9658
149	1	3560
150	2	2367
151	0	8268
151	1	5226
